Reading 1, 
0,0.299553
0,0.299559
0,0.299564
0,0.29957
0,0.299575
0,0.29958
0,0.299584
0,0.299589
0,0.299593
0,0.299597
0,0.299601
0,0.299605
0,0.299609
0,0.299613
0,0.299616
0,0.299619
0,0.299622
0,0.299625
0,0.299628
0,0.29963
0,0.299633
0,0.299635
0,0.299638
0,0.299639
0,0.299641
0,0.299643
0,0.299645
0,0.299646
0,0.299648
0,0.299648
0,0.299646
0,0.299642
0,0.299636
0,0.299628
0,0.299618
0,0.299606
0,0.299592
0,0.299576
0,0.299559
0,0.29954
0,0.299519
0,0.299496
0,0.299473
0,0.299453
0,0.299436
0,0.29942
0,0.299407
0,0.299396
0,0.299387
0,0.29938
0,0.299376
0,0.299373
0,0.299373
0,0.299374
0,0.299377
0,0.299382
0,0.299389
0,0.299397
0,0.299404
0,0.299412
0,0.299418
0,0.299425
0,0.299432
0,0.299438
0,0.299443
0,0.299449
0,0.299455
0,0.29946
0,0.299465
0,0.29947
0,0.299474
0,0.299479
0,0.299483
0,0.299487
0,0.299491
0,0.299494
0,0.299497
0,0.299501
0,0.299504
0,0.299507
0,0.299509
0,0.299512
0,0.299514
0,0.299516
0,0.299518
0,0.29952
0,0.299521
0,0.299523
0,0.299524
0,0.299525
0,0.299524
0,0.299521
0,0.299516
0,0.299509
0,0.299499
0,0.299488
0,0.299475
0,0.29946
0,0.299443
0,0.299424
0,0.299414
0,0.299393
0,0.29937
0,0.299345
0,0.29932
0,0.299298
0,0.299278
0,0.299261
0,0.299246
0,0.299233
0,0.299222
0,0.299213
0,0.299207
0,0.299202
0,0.299199
0,0.299199
0,0.299199
0,0.299202
0,0.299205
0,0.299208
0,0.299211
0,0.299213
0,0.299215
0,0.299217
0,0.29922
0,0.299221
0,0.299223
0,0.299225
0,0.299226
0,0.299227
0,0.299228
0,0.299229
0,0.29923
0,0.29923
0,0.29923
0,0.29923
0,0.29923
0,0.29923
0,0.29923
0,0.29923
0,0.29923
0,0.299229
0,0.299228
0,0.299227
0,0.299226
0,0.299225
0,0.299224
0,0.299223
0,0.299221
0,0.29922
0,0.299219
0,0.299214
0,0.299211
0,0.299204
0,0.29919
0,0.299184
0,0.299172
0,0.299157
0,0.299141
0,0.299122
0,0.299101
0,0.29908
0,0.299056
0,0.29903
0,0.299005
0,0.298982
0,0.298962
0,0.298944
0,0.298928
0,0.298915
0,0.298903
0,0.298894
0,0.298886
0,0.298881
0,0.298878
0,0.298877
0,0.298878
0,0.29888
0,0.298884
0,0.29889
0,0.298895
0,0.2989
0,0.298904
0,0.298908
0,0.298913
0,0.298916
0,0.29892
0,0.298923
0,0.298926
0,0.298929
0,0.298932
0,0.298934
0,0.298937
0,0.298939
0,0.298941
0,0.298942
0,0.298944
0,0.298945
0,0.298946
0,0.298948
0,0.298948
0,0.298949
0,0.298949
0,0.298949
0,0.29895
0,0.29895
0,0.298949
0,0.298949
0,0.298949
0,0.298948
0,0.298947
0,0.298946
0,0.298944
0,0.29894
0,0.298934
0,0.298925
0,0.298915
0,0.298903
0,0.298889
0,0.298872
0,0.298854
0,0.298834
0,0.298813
0,0.298801
0,0.298764
0,0.298751
0,0.298725
0,0.298702
0,0.298681
0,0.298662
0,0.298646
0,0.298632
0,0.29862
0,0.29861
0,0.298602
0,0.298596
0,0.298593
0,0.298591
0,0.298591
0,0.298593
0,0.298596
0,0.298599
0,0.298601
0,0.298603
0,0.298606
0,0.298607
0,0.298609
0,0.298611
0,0.298611
0,0.298613
0,0.298614
0,0.298614
0,0.298615
0,0.298615
0,0.298616
0,0.298615
0,0.298615
0,0.298615
0,0.298614
0,0.298614
0,0.298613
0,0.298612
0,0.298611
0,0.29861
0,0.298608
0,0.298607
0,0.298605
0,0.298604
0,0.298602
0,0.2986
0,0.298597
0,0.298595
0,0.298593
0,0.29859
0,0.298584
0,0.298576
0,0.298566
0,0.298555
0,0.298541
0,0.298525
0,0.298508
0,0.298489
0,0.298467
0,0.298445
0,0.29842
0,0.298393
0,0.298368
0,0.298344
0,0.298323
0,0.298304
0,0.298287
0,0.298272
0,0.29826
0,0.29825
0,0.298242
0,0.298235
0,0.298231
0,0.298229
0,0.298229
0,0.298231
0,0.298234
0,0.298238
0,0.298243
0,0.298246
0,0.29825
0,0.298253
0,0.298256
0,0.298259
0,0.298262
0,0.298264
0,0.298266
0,0.298268
0,0.29827
0,0.298272
0,0.298273
0,0.298274
0,0.298275
0,0.298276
0,0.298276
0,0.298277
0,0.298277
0,0.298277
0,0.298277
0,0.298277
0,0.298276
0,0.298275
0,0.298275
0,0.298274
0,0.298273
0,0.298272
0,0.298271
0,0.298269
0,0.298267
0,0.298266
0,0.298263
0,0.298258
0,0.298251
0,0.298241
0,0.29823
0,0.298217
0,0.29821
0,0.298194
0,0.298175
0,0.298156
0,0.298134
0,0.298111
0,0.298085
0,0.298058
0,0.298032
0,0.298008
0,0.297986
0,0.297966
0,0.297949
0,0.297941
0,0.297927
0,0.297915
0,0.297905
0,0.297898
0,0.297892
0,0.297888
0,0.297887
0,0.297887
0,0.297888
0,0.297889
0,0.297889
0,0.29789
0,0.29789
0,0.29789
0,0.29789
0,0.297889
0,0.297889
0,0.297889
0,0.297888
0,0.297887
0,0.297886
0,0.297885
0,0.297883
0,0.297881
0,0.29788
0,0.297878
0,0.297876
0,0.297874
0,0.297872
0,0.297869
0,0.297867
0,0.297864
0,0.297861
0,0.297859
0,0.297856
0,0.297853
0,0.297849
0,0.297846
0,0.297842
0,0.297839
0,0.297836
0,0.297831
0,0.297824
0,0.297815
0,0.297804
0,0.297791
0,0.297776
0,0.29776
0,0.297741
0,0.29772
0,0.297698
0,0.297674
0,0.297648
0,0.297621
0,0.297594
0,0.297569
0,0.297547
0,0.297527
0,0.297509
0,0.297494
0,0.29748
0,0.297469
0,0.29746
0,0.297453
0,0.297448
0,0.297445
0,0.297444
0,0.297445
0,0.297447
0,0.297451
0,0.297454
0,0.297457
0,0.297459
0,0.297462
0,0.297464
0,0.297466
0,0.297468
0,0.297469
0,0.297471
0,0.297472
0,0.297473
0,0.297474
0,0.297475
0,0.297475
0,0.297475
0,0.297475
0,0.297475
0,0.297475
0,0.297474
0,0.297474
0,0.297473
0,0.297472
0,0.297471
0,0.297469
0,0.297468
0,0.297466
0,0.297465
0,0.297463
0,0.297461
0,0.297459
0,0.297456
0,0.297454
0,0.297452
0,0.297448
0,0.297441
0,0.297432
0,0.297421
0,0.297401
0,0.297394
0,0.297377
0,0.297359
0,0.297338
0,0.297316
0,0.297292
0,0.297266
0,0.297239
0,0.297212
0,0.297187
0,0.297165
0,0.297145
0,0.297127
0,0.297111
0,0.297098
0,0.297087
0,0.297078
0,0.297071
0,0.297065
0,0.297062
0,0.297061
0,0.297062
0,0.297063
0,0.297065
0,0.297066
0,0.297067
0,0.297068
0,0.297068
0,0.297069
0,0.297069
0,0.297069
0,0.297069
0,0.297068
0,0.297068
0,0.297067
0,0.297066
0,0.297065
0,0.297064
0,0.297063
0,0.297061
0,0.297059
0,0.297058
0,0.297056
0,0.297054
0,0.297052
0,0.297049
0,0.297047
0,0.297044
0,0.297041
0,0.297039
0,0.297036
0,0.297033
0,0.297029
0,0.297026
0,0.297022
0,0.297018
0,0.297011
0,0.297003
0,0.296992
0,0.296979
0,0.296965
0,0.296948
0,0.296929
0,0.296909
0,0.296887
0,0.296863
0,0.296837
0,0.29681
0,0.296783
0,0.296758
0,0.296736
0,0.296716
0,0.296698
0,0.29669
0,0.296676
0,0.296664
0,0.296654
0,0.296646
0,0.29664
0,0.296636
0,0.296634
0,0.296633
0,0.296635
0,0.296638
0,0.29664
0,0.296642
0,0.296644
0,0.296646
0,0.296647
0,0.296648
0,0.296649
0,0.29665
0,0.296651
0,0.296651
0,0.296651
0,0.296652
0,0.296652
0,0.296651
0,0.296651
0,0.29665
0,0.296649
0,0.296648
0,0.296647
0,0.296646
0,0.296644
0,0.296643
0,0.296641
0,0.296639
0,0.296637
0,0.296635
0,0.296633
0,0.29663
0,0.296627
0,0.296625
0,0.296622
0,0.296619
0,0.296615
0,0.296609
0,0.296601
0,0.29659
0,0.296578
0,0.296564
0,0.296547
0,0.296529
0,0.296509
0,0.296487
0,0.296464
0,0.296438
0,0.296412
0,0.296383
0,0.296355
0,0.296329
0,0.296305
0,0.296284
0,0.296265
0,0.296249
0,0.296234
0,0.296222
0,0.296211
0,0.296203
0,0.296197
0,0.296193
0,0.29619
0,0.29619
0,0.296189
0,0.296189
0,0.296188
0,0.296187
0,0.296185
0,0.296184
0,0.296183
0,0.296181
0,0.296179
0,0.296177
0,0.296175
0,0.296173
0,0.296171
0,0.296169
0,0.296166
0,0.296163
0,0.29616
0,0.296157
0,0.296154
0,0.296151
0,0.296148
0,0.296145
0,0.296141
0,0.296137
0,0.296134
0,0.296132
0,0.296128
0,0.296124
0,0.29612
0,0.296116
0,0.296112
0,0.296108
0,0.296103
0,0.296098
0,0.29609
0,0.296081
0,0.296069
0,0.296055
0,0.29604
0,0.296023
0,0.296004
0,0.295982
0,0.29596
0,0.295935
0,0.295909
0,0.295881
0,0.295853
0,0.295828
0,0.295805
0,0.295785
0,0.295766
0,0.29575
0,0.295737
0,0.295725
0,0.295715
0,0.295708
0,0.295703
0,0.295699
0,0.295698
0,0.295698
0,0.2957
0,0.295703
0,0.295706
0,0.295709
0,0.295712
0,0.295713
0,0.295716
0,0.295717
0,0.295719
0,0.29572
0,0.295722
0,0.295723
0,0.295723
0,0.295724
0,0.295724
0,0.295725
0,0.295725
0,0.295724
0,0.295724
0,0.295724
0,0.295723
0,0.295722
0,0.295721
0,0.29572
0,0.295719
0,0.295717
0,0.295716
0,0.295714
0,0.295712
0,0.29571
0,0.295708
0,0.295706
0,0.295703
0,0.2957
0,0.295694
0,0.295687
0,0.295677
0,0.295665
0,0.295652
0,0.295636
0,0.295618
0,0.295599
0,0.295578
0,0.295555
0,0.29553
0,0.295503
0,0.295477
0,0.295453
0,0.295432
0,0.295413
0,0.295396
0,0.295381
0,0.295369
0,0.295358
0,0.29535
0,0.295344
0,0.295339
0,0.295337
0,0.295337
0,0.295338
0,0.295341
0,0.295345
0,0.295349
0,0.295353
0,0.295356
0,0.295359
0,0.295362
0,0.295365
0,0.295367
0,0.295369
0,0.295371
0,0.295373
0,0.295374
0,0.295376
0,0.295377
0,0.295378
0,0.295378
0,0.295379
0,0.295379
0,0.295379
0,0.295379
0,0.295379
0,0.295379
0,0.295378
0,0.295377
0,0.295376
0,0.295375
0,0.295374
0,0.295373
0,0.295372
0,0.29537
0,0.295368
0,0.295366
0,0.295363
0,0.295358
0,0.29535
0,0.295341
0,0.29533
0,0.295316
0,0.2953
0,0.295283
0,0.295264
0,0.295243
0,0.295221
0,0.295196
0,0.295169
0,0.295142
0,0.295114
0,0.295089
0,0.295066
0,0.295045
0,0.295027
0,0.295011
0,0.294997
0,0.294986
0,0.294976
0,0.294969
0,0.294963
0,0.29496
0,0.294958
0,0.294958
0,0.294959
0,0.29496
0,0.294961
0,0.294962
0,0.294962
0,0.294962
0,0.294962
0,0.294962
0,0.294962
0,0.294961
0,0.29496
0,0.294959
0,0.294958
0,0.294957
0,0.294956
0,0.294954
0,0.294953
0,0.294951
0,0.294949
0,0.294947
0,0.294944
0,0.294942
0,0.29494
0,0.294937
0,0.294934
0,0.294931
0,0.294928
0,0.294925
0,0.294922
0,0.294918
0,0.294915
0,0.294912
0,0.294907
0,0.2949
0,0.294891
0,0.29488
0,0.294868
0,0.294853
0,0.294836
0,0.294817
0,0.294797
0,0.294775
0,0.29475
0,0.294725
0,0.294697
0,0.29467
0,0.294645
0,0.294623
0,0.294603
0,0.294585
0,0.29457
0,0.294556
0,0.294545
0,0.294536
0,0.294529
0,0.294524
0,0.294521
0,0.294519
0,0.29452
0,0.294523
0,0.294526
0,0.294529
0,0.294532
0,0.294535
0,0.294537
0,0.294539
0,0.294541
0,0.294543
0,0.294545
0,0.294546
0,0.294547
0,0.294548
0,0.294548
0,0.294549
0,0.294549
0,0.294549
0,0.294549
0,0.294549
0,0.294549
0,0.294548
0,0.294547
0,0.294546
0,0.294545
0,0.294544
0,0.294542
0,0.294541
0,0.294539
0,0.294537
0,0.294535
0,0.294533
0,0.294531
0,0.294528
0,0.294525
0,0.294519
0,0.294511
0,0.294501
0,0.29449
0,0.294476
0,0.29446
0,0.294442
0,0.294423
0,0.294401
0,0.294378
0,0.294353
0,0.294327
0,0.294298
0,0.29427
0,0.294245
0,0.294221
0,0.294201
0,0.294182
0,0.294166
0,0.294151
0,0.294139
0,0.29413
0,0.294122
0,0.294116
0,0.294112
0,0.29411
0,0.29411
0,0.294111
0,0.294112
0,0.294113
0,0.294113
0,0.294113
0,0.294113
0,0.294112
0,0.294112
0,0.294111
0,0.294111
0,0.29411
0,0.294109
0,0.294107
0,0.294106
0,0.294105
0,0.294103
0,0.294101
0,0.294099
0,0.294097
0,0.294095
0,0.294092
0,0.29409
0,0.294087
0,0.294084
0,0.294081
0,0.294078
0,0.294075
0,0.294072
0,0.294069
0,0.294065
0,0.294062
0,0.294058
0,0.294053
0,0.294046
0,0.294037
0,0.294026
0,0.294013
0,0.293999
0,0.293982
0,0.293963
0,0.293942
0,0.29392
0,0.293896
0,0.29387
0,0.293842
0,0.293815
0,0.29379
0,0.293768
0,0.293748
0,0.29373
0,0.293714
0,0.293701
0,0.29369
0,0.293681
0,0.293673
0,0.293668
0,0.293665
0,0.293664
0,0.293664
0,0.293666
0,0.293669
0,0.293671
0,0.293672
0,0.293674
0,0.293676
0,0.293676
0,0.293678
0,0.293678
0,0.293679
0,0.293679
0,0.293679
0,0.29368
0,0.293679
0,0.293679
0,0.293678
0,0.293678
0,0.293677
0,0.293676
0,0.293674
0,0.293673
0,0.293672
0,0.29367
0,0.293668
0,0.293666
0,0.293664
0,0.293662
0,0.29366
0,0.293658
0,0.293655
0,0.293652
0,0.293649
0,0.293646
0,0.293641
0,0.293634
0,0.293625
0,0.293614
0,0.293601
0,0.293585
0,0.293569
0,0.29355
0,0.293529
0,0.293507
0,0.293483
0,0.293457
0,0.293429
0,0.2934
0,0.293373
0,0.293349
0,0.293327
0,0.293307
0,0.29329
0,0.293274
0,0.293261
0,0.29325
0,0.293241
0,0.293234
0,0.293229
0,0.293226
0,0.293225
0,0.293226
0,0.293226
0,0.293226
0,0.293227
0,0.293227
0,0.293227
0,0.293227
0,0.293226
0,0.293226
0,0.293225
0,0.293225
0,0.293224
0,0.293223
0,0.293221
0,0.29322
0,0.293218
0,0.293217
0,0.293215
0,0.293213
0,0.293211
0,0.293208
0,0.293206
0,0.293203
0,0.293201
0,0.293198
0,0.293195
0,0.293192
0,0.293189
0,0.293186
0,0.293183
0,0.293179
0,0.293176
0,0.293172
0,0.293167
0,0.293161
0,0.293152
0,0.293147
0,0.293128
0,0.293113
0,0.293096
0,0.293078
0,0.293058
0,0.293035
0,0.293011
0,0.292986
0,0.292959
0,0.292934
0,0.292911
0,0.292891
0,0.292873
0,0.292858
0,0.292851
0,0.292838
0,0.292828
0,0.292819
0,0.292813
0,0.292808
0,0.292806
0,0.292806
0,0.292807
0,0.29281
0,0.292814
0,0.292818
0,0.292822
0,0.292825
0,0.292828
0,0.292831
0,0.292833
0,0.292836
0,0.292838
0,0.29284
0,0.292842
0,0.292843
0,0.292844
0,0.292845
0,0.292846
0,0.292847
0,0.292847
0,0.292848
0,0.292848
0,0.292848
0,0.292848
0,0.292847
0,0.292846
0,0.292846
0,0.292845
0,0.292844
0,0.292842
0,0.292842
0,0.29284
0,0.292839
0,0.292837
0,0.292835
0,0.292831
0,0.292825
0,0.292816
0,0.292806
0,0.292794
0,0.29278
0,0.292763
0,0.292746
0,0.292726
0,0.292693
0,0.292668
0,0.292642
0,0.292615
0,0.292586
0,0.292559
0,0.292534
0,0.292512
0,0.292492
0,0.292475
0,0.292459
0,0.292446
0,0.292435
0,0.292426
0,0.292419
0,0.292414
0,0.29241
0,0.292409
0,0.292409
0,0.29241
0,0.29241
0,0.292411
0,0.29241
0,0.29241
0,0.292409
0,0.292409
0,0.292408
0,0.292407
0,0.292406
0,0.292405
0,0.292403
0,0.292402
0,0.2924
0,0.292398
0,0.292397
0,0.292394
0,0.292392
0,0.29239
0,0.292389
0,0.292386
0,0.292384
0,0.292381
0,0.292378
0,0.292375
0,0.292372
0,0.292368
0,0.292365
0,0.292362
0,0.292358
0,0.292354
0,0.29235
0,0.292344
0,0.292336
0,0.292327
0,0.292315
0,0.292301
0,0.292285
0,0.292267
0,0.292248
0,0.292226
0,0.292203
0,0.292178
0,0.292152
0,0.292125
0,0.292099
0,0.292075
0,0.292064
0,0.292044
0,0.292027
0,0.292011
0,0.291998
0,0.291987
0,0.291978
0,0.291971
0,0.291966
0,0.291963
0,0.291962
0,0.291963
0,0.291965
0,0.291968
0,0.29197
0,0.291972
0,0.291974
0,0.291974
0,0.291976
0,0.291977
0,0.291978
0,0.291979
0,0.291979
0,0.29198
0,0.29198
0,0.29198
0,0.29198
0,0.29198
0,0.29198
0,0.291979
0,0.291978
0,0.291978
0,0.291976
0,0.291975
0,0.291974
0,0.291972
0,0.29197
0,0.291968
0,0.291967
0,0.291965
0,0.291962
0,0.29196
0,0.291958
0,0.291955
0,0.291952
0,0.291947
0,0.29194
0,0.291931
0,0.29192
0,0.291907
0,0.291892
0,0.291884
0,0.291866
0,0.291847
0,0.291825
0,0.291802
0,0.291777
0,0.291751
0,0.291722
0,0.291694
0,0.291669
0,0.291645
0,0.291625
0,0.291606
0,0.29159
0,0.291576
0,0.291564
0,0.291554
0,0.291546
0,0.29154
0,0.291537
0,0.291535
0,0.291535
0,0.291536
0,0.291536
0,0.291537
0,0.291537
0,0.291538
0,0.291538
0,0.291537
0,0.291537
0,0.291537
0,0.291536
0,0.291535
0,0.291534
0,0.291533
0,0.291532
0,0.29153
0,0.291529
0,0.291527
0,0.291525
0,0.291523
0,0.291521
0,0.291519
0,0.291516
0,0.291514
0,0.291512
0,0.291508
0,0.291506
0,0.291503
0,0.2915
0,0.291497
0,0.291493
0,0.29149
0,0.291486
0,0.291481
0,0.291473
0,0.291463
0,0.291451
0,0.291438
0,0.291422
0,0.291405
0,0.291386
0,0.291375
0,0.291353
0,0.29133
0,0.29129
0,0.291277
0,0.29125
0,0.291226
0,0.291203
0,0.291184
0,0.291166
0,0.291151
0,0.291138
0,0.291127
0,0.291118
0,0.291111
0,0.291106
0,0.291104
0,0.291103
0,0.291104
0,0.291106
0,0.29111
0,0.291113
0,0.291116
0,0.29112
0,0.291122
0,0.291125
0,0.291127
0,0.291129
0,0.291131
0,0.291132
0,0.291134
0,0.291135
0,0.291136
0,0.291137
0,0.291137
0,0.291138
0,0.291138
0,0.291138
0,0.291138
0,0.291138
0,0.291138
0,0.291137
0,0.291136
0,0.291135
0,0.291134
0,0.291133
0,0.291132
0,0.291129
0,0.291128
0,0.291127
0,0.291125
0,0.291123
0,0.291119
0,0.291114
0,0.291107
0,0.291097
0,0.291079
0,0.291072
0,0.291057
0,0.29104
0,0.29102
0,0.290999
0,0.290976
0,0.290952
0,0.290926
0,0.290898
0,0.29087
0,0.290845
0,0.290822
0,0.290801
0,0.290783
0,0.290767
0,0.290753
0,0.290742
0,0.290732
0,0.290725
0,0.290719
0,0.290715
0,0.290714
0,0.290714
0,0.290715
0,0.290717
0,0.290717
0,0.290718
0,0.290718
0,0.290719
0,0.290719
0,0.290718
0,0.290718
0,0.290717
0,0.290717
0,0.290716
0,0.290716
0,0.290714
0,0.290713
0,0.290712
0,0.29071
0,0.290708
0,0.290706
0,0.290704
0,0.290702
0,0.2907
0,0.290698
0,0.290695
0,0.290692
0,0.29069
0,0.290687
0,0.290684
0,0.290681
0,0.290677
0,0.290674
0,0.290671
0,0.290666
0,0.290659
0,0.290651
0,0.29064
0,0.290627
0,0.290612
0,0.290596
0,0.290577
0,0.290557
0,0.290535
0,0.290511
0,0.290485
0,0.290458
0,0.290431
0,0.290407
0,0.290384
0,0.290364
0,0.290347
0,0.290331
0,0.290318
0,0.290307
0,0.290298
0,0.290291
0,0.290286
0,0.290283
0,0.290282
0,0.290283
0,0.290286
0,0.290289
0,0.290292
0,0.290295
0,0.290298
0,0.290301
0,0.290303
0,0.290305
0,0.290307
0,0.290309
0,0.29031
0,0.290312
0,0.290312
0,0.290313
0,0.290314
0,0.290314
0,0.290315
0,0.290315
0,0.290315
0,0.290314
0,0.290314
0,0.290313
0,0.290312
0,0.290312
0,0.290311
0,0.29031
0,0.290308
0,0.290306
0,0.290305
0,0.290303
0,0.290301
0,0.290299
0,0.290297
0,0.290293
0,0.290288
0,0.29028
0,0.29027
0,0.290259
0,0.290245
0,0.290229
0,0.290212
0,0.290192
0,0.290171
0,0.290148
0,0.290123
0,0.290097
0,0.290069
0,0.290041
0,0.290015
0,0.289993
0,0.289972
0,0.289953
0,0.289937
0,0.289923
0,0.289911
0,0.289902
0,0.289894
0,0.289888
0,0.289884
0,0.289883
0,0.289883
0,0.289884
0,0.289885
0,0.289886
0,0.289886
0,0.289886
0,0.289886
0,0.289886
0,0.289886
0,0.289886
0,0.289885
0,0.289884
0,0.289883
0,0.289882
0,0.289881
0,0.28988
0,0.289878
0,0.289876
0,0.289874
0,0.289873
0,0.28987
0,0.289868
0,0.289866
0,0.289863
0,0.289861
0,0.289858
0,0.289855
0,0.289852
0,0.289849
0,0.289846
0,0.289842
0,0.289839
0,0.289835
0,0.289831
0,0.289824
0,0.289815
0,0.289804
0,0.289792
0,0.289777
0,0.28976
0,0.289741
0,0.289721
0,0.289699
0,0.289675
0,0.289649
0,0.289622
0,0.289595
0,0.28957
0,0.289548
0,0.289528
0,0.28951
0,0.289495
0,0.289481
0,0.28947
0,0.289461
0,0.289454
0,0.289449
0,0.289446
0,0.289445
0,0.289446
0,0.289448
0,0.289452
0,0.289455
0,0.289458
0,0.289461
0,0.289463
0,0.289465
0,0.289467
0,0.289469
0,0.289471
0,0.289472
0,0.289473
0,0.289474
0,0.289475
0,0.289476
0,0.289476
0,0.289476
0,0.289476
0,0.289476
0,0.289476
0,0.289476
0,0.289475
0,0.289474
0,0.289473
0,0.289472
0,0.28947
0,0.289469
0,0.289467
0,0.289466
0,0.289464
0,0.289462
0,0.28946
0,0.289457
0,0.289454
0,0.289448
0,0.289441
0,0.289431
0,0.289419
0,0.289405
0,0.289389
0,0.289372
0,0.289353
0,0.289331
0,0.289308
0,0.289284
0,0.289257
0,0.289229
0,0.289201
0,0.289176
0,0.289153
0,0.289132
0,0.289113
0,0.289097
0,0.289083
0,0.289071
0,0.289062
0,0.289054
0,0.289048
0,0.289045
0,0.289043
0,0.289043
0,0.289044
0,0.289045
0,0.289045
0,0.289046
0,0.289046
0,0.289046
0,0.289046
0,0.289046
0,0.289045
0,0.289044
0,0.289044
0,0.289043
0,0.289042
0,0.289041
0,0.289039
0,0.289037
0,0.289036
0,0.289034
0,0.289032
0,0.289029
0,0.289028
0,0.289025
0,0.289022
0,0.28902
0,0.289017
0,0.289014
0,0.289011
0,0.289008
0,0.289005
0,0.289002
0,0.288998
0,0.288995
0,0.28899
0,0.288983
0,0.288974
0,0.288963
0,0.288951
0,0.288936
0,0.288919
0,0.2889
0,0.28888
0,0.288858
0,0.288834
0,0.288808
0,0.288781
0,0.288754
0,0.288729
0,0.288707
0,0.288687
0,0.288669
0,0.288653
0,0.28864
0,0.288629
0,0.28862
0,0.288613
0,0.288608
0,0.288605
0,0.288604
0,0.288605
0,0.288607
0,0.288611
0,0.288614
0,0.288617
0,0.288619
0,0.288622
0,0.288625
0,0.288627
0,0.288628
0,0.28863
0,0.288631
0,0.288633
0,0.288633
0,0.288634
0,0.288635
0,0.288635
0,0.288635
0,0.288636
0,0.288635
0,0.288635
0,0.288635
0,0.288634
0,0.288633
0,0.288632
0,0.288631
0,0.28863
0,0.288628
0,0.288627
0,0.288625
0,0.288623
0,0.288621
0,0.288619
0,0.288617
0,0.288613
0,0.288608
0,0.2886
0,0.28859
0,0.288579
0,0.288565
0,0.288549
0,0.288531
0,0.288512
0,0.288491
0,0.288468
0,0.288443
0,0.288416
0,0.288388
0,0.288361
0,0.288335
0,0.288312
0,0.288291
0,0.288273
0,0.288257
0,0.288242
0,0.288231
0,0.288221
0,0.288214
0,0.288208
0,0.288204
0,0.288202
0,0.288202
0,0.288203
0,0.288204
0,0.288205
0,0.288205
0,0.288205
0,0.288206
0,0.288206
0,0.288205
0,0.288205
0,0.288204
0,0.288203
0,0.288202
0,0.288201
0,0.2882
0,0.288199
0,0.288197
0,0.288196
0,0.288194
0,0.288193
0,0.288191
0,0.288188
0,0.288186
0,0.288183
0,0.288181
0,0.288178
0,0.288175
0,0.288172
0,0.288169
0,0.288166
0,0.288163
0,0.288159
0,0.288156
0,0.288151
0,0.288145
0,0.288136
0,0.288125
0,0.288112
0,0.288098
0,0.288081
0,0.288062
0,0.288042
0,0.28802
